"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"08/28/2020","AirNow","530330030","5","4.9","ug/m3 LC","20","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"08/29/2020","AirNow","530330030","5","7.5","ug/m3 LC","31","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"08/30/2020","AirNow","530330030","5","10.1","ug/m3 LC","42","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"08/31/2020","AirNow","530330030","5","6.5","ug/m3 LC","27","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"09/01/2020","AirNow","530330030","5","8.2","ug/m3 LC","34","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"09/02/2020","AirNow","530330030","5","7.7","ug/m3 LC","32","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"09/03/2020","AirNow","530330030","5","6.5","ug/m3 LC","27","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"09/04/2020","AirNow","530330030","5","9.4","ug/m3 LC","39","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"09/05/2020","AirNow","530330030","5","10.1","ug/m3 LC","42","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"09/06/2020","AirNow","530330030","5","10.4","ug/m3 LC","43","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"09/07/2020","AirNow","530330030","5","14.4","ug/m3 LC","56","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"09/08/2020","AirNow","530330030","5","55","ug/m3 LC","149","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"09/09/2020","AirNow","530330030","5","34.7","ug/m3 LC","99","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"09/10/2020","AirNow","530330030","5","38.5","ug/m3 LC","108","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"09/11/2020","AirNow","530330030","5","123.9","ug/m3 LC","186","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
